brand,name,price,link
Ulefone ,"Power 3L - 6.0""- 2GB+16GB - 13MP+5MP - Dual SIM - twilight","9,999",https://www.jumia.co.ke/ulefone-power-3l-6.0-2gb16gb-13mp5mp-dual-sim-twilight-16147271.html
Samsung ,"Galaxy Note 8 - 6.3"" - 64GB - 6GB RAM - Dual SIM - Midnight Black","49,999",https://www.jumia.co.ke/galaxy-note-8-6.3-64gb-6gb-ram-dual-sim-midnight-black-samsung-mpg52246.html
,,,
Itel ,2160 - Dual SIM - Black,937,https://www.jumia.co.ke/2160-dual-sim-black-itel-mpg127379.html
SERVO ,oriiginal Phone SERVO V8240 1.77 inch Dual SIM Card with Russian Keyboard,"1,258",https://www.jumia.co.ke/servo-oriiginal-phone-servo-v8240-1.77-inch-dual-sim-card-with-russian-keyboard-13503557.html
BLU ,"Studio Mega 2018 - 6.0"" - 16GB Internal -1GB RAM - 13+2MP Dual Camera - (Dual Sim) - Cobalt Blue","7,693",https://www.jumia.co.ke/studio-mega-2018-6.0-16gb-internal-1gb-ram-132mp-dual-camera-dual-sim-cobalt-blue-blu-mpg128640.html
Apple ,"iPhone SE-2GB RAM-16GB-12MP+2MP- 4""-Fingerprint - Black","14,900",https://www.jumia.co.ke/apple-iphone-se-2gb-ram-16gb-12mp2mp-4-fingerprint-black-17369070.html
Samsung ,"Galaxy A10, 6.2"", 32GB + 2GB (Dual SIM), Black","12,797",https://www.jumia.co.ke/galaxy-a10-6.2-32gb-2gb-dual-sim-black-samsung-mpg154480.html
,,,
Infinix ,"HOT 7 - 32GB-2GB,6.2"", 13MP, 4000mAh- Black+Free Phone Stand","11,299",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb6.2-13mp-4000mah-blackfree-phone-stand-15967767.html
Ulefone ,"X - 5.85"" - 64GB - 4GB RAM - (16MP+5MP) Dual Camera, 4G (Dual SIM), Black","13,999",https://www.jumia.co.ke/ulefone-x-5.85-64gb-4gb-ram-16mp5mp-dual-camera-4g-dual-sim-black-6211888.html
TECNO ,POP2 - 5.5''- 8Gb+1GB RAM - 8MP -(Dual sim) - Blue,"7,499",https://www.jumia.co.ke/tecno-pop2-5.5-8gb1gb-ram-8mp-dual-sim-blue-14512358.html
HTC ,"Refurb Desire 10 Pro 5.5"" Dual SIM 4GB+64GB 4G Smartphone - Black","13,900",https://www.jumia.co.ke/htc-refurb-desire-10-pro-5.5-dual-sim-4gb64gb-4g-smartphone-black-14636583.html
TECNO ,"Spark 3 , (16+2GB) 4G, Black + Free Protective Case","11,499",https://www.jumia.co.ke/spark-3-162gb-4g-black-free-protective-case-tecno-mpg163011.html
,,,
Generic ,Ulcool V26 Ultrathin 1.54 In Bluetooth MP3 FM Anti-lost Dual SIM Card Slot Phone Golden/Black/Champagne Gold,"3,326",https://www.jumia.co.ke/generic-ulcool-v26-ultrathin-1.54-in-bluetooth-mp3-fm-anti-lost-dual-sim-card-slot-phone-goldenblackchampagne-gold-10363789.html
Apple ,"IPhone X 5.8-Inch(3GB RAM, 256GB ROM),(12MP+12MP)HD-Silver","96,490",https://www.jumia.co.ke/apple-iphone-x-5.8-inch3gb-ram-256gb-rom12mp12mphd-silver-14506561.html
Huawei ,"Y7 Prime (2019) - 6.26"" - 8MP+16MP - 32GB ROM - 3GB RAM - (Dual) - Coral Red","15,999",https://www.jumia.co.ke/y7-prime-2019-6.26-8mp16mp-32gb-rom-3gb-ram-dual-coral-red-huawei-mpg133980.html
Samsung ,"Galaxy A20 - 3GB+32GB,Dual SIM,4G - Black + FREE OTG Cable","17,299",https://www.jumia.co.ke/samsung-galaxy-a20-3gb32gbdual-sim4g-black-free-otg-cable-15969002.html
Samsung ,"Galaxy J8, 64GB + 4GB RAM (Dual SIM), 4G LTE, Blue","23,000",https://www.jumia.co.ke/samsung-galaxy-j8-64gb-4gb-ram-dual-sim-4g-lte-blue-17992979.html
,,,
Apple , IPhone 6Plus 5.5-Inch  1G+64G  Smartphone–Gold,"24,990",https://www.jumia.co.ke/apple-iphone-6plus-5.5-inch-1g64g-smartphonegold-14075746.html
Apple ,iPhone 6s - 64GB - 2GB RAM - 12MP - Single SIM - 4G LTE - Grey,"28,499",https://www.jumia.co.ke/iphone-6s-64gb-2gb-ram-12mp-single-sim-4g-lte-grey-apple-mpg122940.html
Nokia ,105 - Black - Dual sim,"1,750",https://www.jumia.co.ke/nokia-105-black-dual-sim-14682260.html
Apple ,"IPhone X 5.8-Inch(3GB RAM, 256GB ROM)IOS 11(12MP+12MP)-Grey","96,490",https://www.jumia.co.ke/apple-iphone-x-5.8-inch3gb-ram-256gb-romios-1112mp12mp-grey-13959874.html
TECNO ,"CAMON 11, 3GB + 32GB (Dual SIM), Black","13,199",https://www.jumia.co.ke/tecno-camon-11-3gb-32gb-dual-sim-black-17205595.html
,,,
TECNO ,"Spark 3 Pro, 6.2"", 32GB + 2GB ,4G LTE ,Gold","12,498",https://www.jumia.co.ke/tecno-spark-3-pro-6.2-32gb-2gb-4g-lte-gold-16575240.html
TECNO ,"Pouvoir 2 LA7-16GB + 3GB RAM, 4G, 5000mAh battery, Black","13,435",https://www.jumia.co.ke/tecno-pouvoir-2-la7-16gb-3gb-ram-4g-5000mah-battery-black-17309102.html
Generic ,C2-05 Slide Cell Phone Refurbished Mobile Gsm Blue Good Condition,"2,680",https://www.jumia.co.ke/generic-c2-05-slide-cell-phone-refurbished-mobile-gsm-blue-good-condition-14700993.html
Huawei ,P8 4G LTE Mobile Phone 5.2inch 3GB RAM 16GB ROM -Moon Silver,"10,999",https://www.jumia.co.ke/huawei-p8-4g-lte-mobile-phone-5.2inch-3gb-ram-16gb-rom-moon-silver-13211832.html
Motorola ,"Moto C 3G 5.0"" 8GB, Dual SIM (Starry Black)","5,898",https://www.jumia.co.ke/moto-c-3g-5.0-1gb-ram-8gb-rom-android-7.0-nougat-5mp-rear-camera-2mp-front-camera-black-motorola-mpg18940.html
,,,
Nokia ,5310 XPRESS MUSIC HANDY MOBILE PHONE BLUETOOTH KAMERA MP3 EDGE UMTS NEU NEW SLIM THIN,"2,680",https://www.jumia.co.ke/nokia-5310-xpress-music-handy-mobile-phone-bluetooth-kamera-mp3-edge-umts-neu-new-slim-thin-13927516.html
Samsung ,"Galaxy S8+ Edge 6.2 Inches (4GB,64GB ROM)Single SIM - Silver","34,990",https://www.jumia.co.ke/samsung-galaxy-s8-edge-6.2-inches-4gb64gb-romsingle-sim-silver-13794376.html
TECNO ,"POP 2 -5.5'', 8GB+1GB [DualSim]-Black+ Back Cover","6,825",https://www.jumia.co.ke/tecno-pop-2-5.5-8gb1gb-dualsim-black-back-cover-15968021.html
Nokia ," Nokia 6.1 – 5.532GB ROM+3GB RAM ,16MP 4G– Black","13,798",https://www.jumia.co.ke/nokia-nokia-6.1-5.532gb-rom3gb-ram-16mp-4g-black-9686322.html
TECNO ,"Spark 3 (KB7), 6.2"", 16GB + 2GB (Dual SIM), Black","10,998",https://www.jumia.co.ke/spark-3-kb7-6.2-16gb-2gb-dual-sim-black-tecno-mpg163010.html
,,,
Bontel ,Little Lover L2 -Touch keypad -World slimmest-Dual Sim-Gold,"2,995",https://www.jumia.co.ke/bontel-little-lover-l2-touch-keypad-world-slimmest-dual-sim-gold-16788027.html
Honor ,"8x 6.5-Inch (4GB, 128GB ROM), Dual 20MP + 16MP Dual SIM ","24,999",https://www.jumia.co.ke/honor-8x-6.5-inch-4gb-128gb-rom-dual-20mp-16mp-dual-sim-14173353.html
Lenovo ,"Lenovo Z5S 6GB RAM+128GB ROM 6.3 ""2340x1080 Mobilephone,Snapdragon 710 Octa-Core 4G Smartphone","27,299",https://www.jumia.co.ke/lenovo-lenovo-z5s-6gb-ram128gb-rom-6.3-2340x1080-mobilephonesnapdragon-710-octa-core-4g-smartphone-16771246.html
Infinix ,"Hot S4, 6.2"", 32GB + 3GB (Dual SIM), Blue","15,749",https://www.jumia.co.ke/hot-s4-6.2-32gb-3gb-dual-sim-blue-infinix-mpg162500.html
AP ,"iPhone 4S -3.5'', 16GB+512MB RAM, Single SIM - White/Black","5,800",https://www.jumia.co.ke/ap-iphone-4s-3.5-16gb512mb-ram-single-sim-whiteblack-15529314.html
,,,
Samsung ,"Galaxy Note 9 - 6.4"" - 128GB - 6GB RAM - 12MP Camera ","85,000",https://www.jumia.co.ke/samsung-galaxy-note-9-6.4-128gb-6gb-ram-12mp-camera-15526510.html
Apple ,"iPhone X, 64GB, 3GB (Single SIM), Space Grey","95,499",https://www.jumia.co.ke/iphone-x-64gb-3gb-single-sim-space-grey-apple-mpg125874.html
Infinix ,"HOT 7 - 32GB - 2GB, 6.2"", 13MP, , Dual SIM 6.2"" IPS LCD Display 4000mAh Battery - Black + Free Data Cable","11,699",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb-6.2-13mp-dual-sim-6.2-ips-lcd-display-4000mah-battery-black-free-data-cable-17154497.html
Honor ,7S (2GB +16GB ROM) 13MP Dual SIM Smartphone - Gold,"8,699",https://www.jumia.co.ke/7s-2gb-16gb-rom-13mp-dual-sim-smartphone-gold-honor-mpg162394.html
Apple ,IPhone 6s 64GB+2GB 12MP+5MP 4.7 Inch Fingerprint – Rose Gold,"25,990",https://www.jumia.co.ke/apple-iphone-6s-64gb2gb-12mp5mp-4.7-inch-fingerprint-rose-gold-12088504.html
,,,
Huawei ,"Y5 2019, 32GB + 2GB (Dual SIM), Faux Leather Black","11,249",https://www.jumia.co.ke/huawei-y5-2019-32gb-2gb-dual-sim-faux-leather-black-17260452.html
Oukitel ,OUKITEL K5000 4G Phablet Android 7.0 5.7 inch(4GB+64GB)-BLUE,"12,999",https://www.jumia.co.ke/k5000-4g-phablet-android-7.0-5.7-inch4gb64gb-blue-oukitel-mpg163433.html
Huawei ,"P30 Lite - 128GB + 4GB - 6.15"", 4G Dual SIM, White","28,499",https://www.jumia.co.ke/p30-lite-128gb-4gb-6.15-4g-dual-sim-white-huawei-mpg163972.html
Infinix ,"Hot 7 (X624B), 32GB + 2GB (Dual SIM), Gold + FREE back cover","11,750",https://www.jumia.co.ke/infinix-hot-7-x624b-32gb-2gb-dual-sim-gold-free-back-cover-17509562.html
Cubot ,"J3 - 5.0"" 3G Android Go 1GB/16GB ROM 2000mAh G-Sensor EU - Gray - Gray","5,257",https://www.jumia.co.ke/cubot-j3-5.0-3g-android-go-1gb16gb-rom-2000mah-g-sensor-eu-gray-gray-8947601.html
,,,
Nokia ,C5-03 3.2-inch 3G Function Phone Supports Touch Screen / Bluetooth / Camera,"2,720",https://www.jumia.co.ke/nokia-c5-03-3.2-inch-3g-function-phone-supports-touch-screen-bluetooth-camera-14795758.html
Apple ,iPhone 6 - 64GB - 1GB RAM - 8MP Camera - Single SIM - 4G LTE - Gold,"24,499",https://www.jumia.co.ke/iphone-6-64gb-1gb-ram-8mp-single-sim-4g-lte-gold-apple-mpg52655.html
Apple ,iPhone 6 - 16GB - 1GB RAM - 8MP - Single SIM - 4G LTE - Gold,"19,893",https://www.jumia.co.ke/iphone-6-16gb-1gb-ram-8mp-single-sim-4g-lte-gold-apple-mpg123357.html
BlackBerry ,Z10	 16GB + 2GB	 (Dual Core) - White,"5,600",https://www.jumia.co.ke/blackberry-z10-16gb-2gb-dual-core-white-10966416.html
Bontel ,"Little Lover L2, Super Slim, Dual Sim - Red","2,995",https://www.jumia.co.ke/little-lover-l2-super-slim-dual-sim-red-bontel-mpg161963.html
,,,
Apple ,iPhone 5s - 32GB - 1GB RAM - 8MP Camera - Single Sim - Gold,"16,999",https://www.jumia.co.ke/iphone-5s-32gb-1gb-ram-8mp-camera-single-sim-gold-apple-mpg19668.html
Samsung ,Samsung Galaxy Ace S5830i Mobile Phone - White,"3,100",https://www.jumia.co.ke/samsung-samsung-galaxy-ace-s5830i-mobile-phone-white-14649474.html
Samsung ,"Galaxy Note 9 - 6.4"" - 128GB - 6GB RAM - Dual SIM - Black","79,999",https://www.jumia.co.ke/samsung-galaxy-note-9-6.4-128gb-6gb-ram-dual-sim-black-17424061.html
Apple ,iPhone 7 -128GB - 2GB RAM - 12MP Camera - Single SIM - 4G/LTE - Black,"43,399",https://www.jumia.co.ke/iphone-7-128gb-2gb-ram-12mp-camera-4g-single-sim-black-apple-mpg8730.html
BlackBerry ,BlackBerry 9360 QWERTY 5.0MP Camera GPS WiFi Bluetooth BlackBerry OS Cell Phone - Black,"4,200",https://www.jumia.co.ke/blackberry-blackberry-9360-qwerty-5.0mp-camera-gps-wifi-bluetooth-blackberry-os-cell-phone-black-14642548.html
,,,
Samsung ,Samsung Galaxy S9 5.8 Inch (Single SIM) black,"68,999",https://www.jumia.co.ke/samsung-galaxy-s9-5.8-inch-single-sim-black-samsung-mpg137577.html
X-TIGI ,"V28 LTE- 4G- 5.7""- 16GB+1GB- 8MP- 3100mAh- Fingerprint - Android 8.1- Dual SIM-Grey.","7,699",https://www.jumia.co.ke/v28-lte-4g-5.7-16gb1gb-8mp-3100mah-fingerprint-android-8.1-dual-sim-grey.-x-tigi-mpg137631.html
Huawei ,honor 8A 6.09''(2GB +32GB ROM) 3020mAh Dual SIM - Black,"13,699",https://www.jumia.co.ke/huawei-honor-8a-6.092gb-32gb-rom-3020mah-dual-sim-black-14081885.html
Samsung ,"Galaxy C8 - 5.5"" - 32GB - 3GB RAM - 13+5MP Camera - Dual Sim - 4G  Black","16,950",https://www.jumia.co.ke/samsung-galaxy-c8-5.5-32gb-3gb-ram-135mp-camera-dual-sim-4g-black-16788744.html
DOOGEE ,"DOOGEE Y8 Android 9.0 Smartphone 6.1"" 3400mAh MTK6739 Quad Core 4G LTE Waterdrop Screen - Black","9,900",https://www.jumia.co.ke/doogee-doogee-y8-android-9.0-smartphone-6.1-3400mah-mtk6739-quad-core-4g-lte-waterdrop-screen-black-14563469.html
,,,
OPPO ,"A5s - 32GB Rom - 2GB Ram, 6.2"", 4230mAh, Dual SIM 4G - Black","15,750",https://www.jumia.co.ke/oppo-a5s-32gb-rom-2gb-ram-6.2-4230mah-dual-sim-4g-black-17367789.html
Lenovo ,"K5 (K350T) 5.7"" - 3GB RAM - 32GB ROM - 4G LTE Dual Sim - Black","15,999",https://www.jumia.co.ke/k5-k350t-5.73gb-32gb-13mp-camera-dual-sim-4g-lte-black-lenovo-mpg146603.html
DARLING ,"Protruly Darling V10S(4GB RAM+64GB ROM),VR Panoramic16MP+13MP, Dual Sim 4G LTE Smartphone_Black","13,999",https://www.jumia.co.ke/darling-protruly-darling-v10s4gb-ram64gb-romvr-panoramic16mp13mp-dual-sim-4g-lte-smartphoneblack-16297530.html
X-TIGI ,"S23 Mini - 1.77"" - Dual Sim- 2050mAh - Green","1,390",https://www.jumia.co.ke/s23-mini-1.77-2050mah-dual-sim-green-x-tigi-mpg115780.html
Samsung ,"Galaxy A50 -6.2"",4GB+128GB,Dual SIM,4G -Black+FREE OTG Cable","28,299",https://www.jumia.co.ke/galaxy-a50-6.24gb128gbdual-sim4g-blackfree-otg-cable-samsung-mpg150918.html
,,,
Samsung ,"Samsung S9+ 6GB, 64GB (Dual SIM) - Black","64,400",https://www.jumia.co.ke/samsung-samsung-s9-6gb-64gb-dual-sim-black-16998526.html
OPPO ,"A3s, 6.2"" - 2GB+16GB (Dual SIM), 4G - Purple","13,999",https://www.jumia.co.ke/a3s-6.2-2gb16gb-dual-sim-4g-purple-oppo-mpg149039.html
BlackBerry ,"Z10 4.2 Inches 16GB  2GB RAM  OS 10 ,  3G /4G LTE  Smart Phone White","6,900",https://www.jumia.co.ke/blackberry-z10-4.2-inches-16gb-2gb-ram-os-10-3g-4g-lte-smart-phone-white-8756596.html
Apple ,iPhone 6 - 16GB - 1GB RAM - 8MP - Single SIM - 4G LTE - Silver,"20,399",https://www.jumia.co.ke/iphone-6-16gb-1gb-ram-8mp-single-sim-4g-lte-silver-apple-mpg107075.html
Nokia ,Nokia 2610 Single Sim Cell Phone - Blue,"1,489",https://www.jumia.co.ke/nokia-nokia-2610-single-sim-cell-phone-blue-13388939.html
,,,
HTC ,"HTC Desire 728 Dual SIM 5.5"" 2GB+16GB Octa Core 4G LTE Mobile Phones - Black","7,700",https://www.jumia.co.ke/htc-htc-desire-728-dual-sim-5.5-2gb16gb-octa-core-4g-lte-mobile-phones-black-14642895.html
Nokia ,NOKIA 3.1 Plus 3G RAM 32G ROM Helio P22 Octa core Smartphone,"12,699",https://www.jumia.co.ke/nokia-nokia-3.1-plus-3g-ram-32g-rom-helio-p22-octa-core-smartphone-15968781.html
TECNO ,"Spark 3 , 6.2"", 16GB + 2GB (Dual SIM), Midnight Black","10,999",https://www.jumia.co.ke/tecno-spark-3-6.2-16gb-2gb-dual-sim-midnight-black-17266905.html
X-TIGI ,"V28 LTE, 5.7"", 16GB+1GB (Dual SIM) 4G LTE, Gold","7,699",https://www.jumia.co.ke/x-tigi-v28-lte-5.7-16gb1gb-dual-sim-4g-lte-gold-13559798.html
Samsung ,"Galaxy A20, 6.4"", 32GB + 3GB (Dual SIM), Deep Blue","16,499",https://www.jumia.co.ke/galaxy-a20-6.4-32gb-3gb-dual-sim-deep-blue-samsung-mpg162814.html
,,,
OPPO ,"A7, 6.2"", 64GB + 3GB ( Dual SIM), Gold","23,690",https://www.jumia.co.ke/a7-6.2-64gb-3gb-dual-sim-gold-oppo-mpg137043.html
Apples ,iPhone 4S -3.5'' - 16GB+512MB RAM - Single SIM - White,"4,200",https://www.jumia.co.ke/apples-iphone-4s-3.5-16gb512mb-ram-single-sim-white-18168534.html
Apple ,"iPhone 6S, 4.7"",  2GB + 64GB - Space Grey","30,380",https://www.jumia.co.ke/iphone-6s-64gb-2gb-ram-12mp-camera-space-grey-apple-mpg2545.html
Samsung ,"Galaxy Note 9 - 6.4"" - 128GB - 6GB RAM - 12MP Camera - Dual SIM - Ocean blue","68,000",https://www.jumia.co.ke/galaxy-note-9-6.4-128gb-6gb-ram-12mp-camera-dual-sim-ocean-blue-samsung-mpg128603.html
Apple ,"IPhone 8 Plus 5.5-Inch HD (3GB, 64GB ROM) IOS 11, 12MP 4G  Smartphone - Grey","67,650",https://www.jumia.co.ke/apple-iphone-8-plus-5.5-inch-hd-3gb-64gb-rom-ios-11-12mp-4g-smartphone-grey-18053514.html
,,,
Huawei ,"Y5 2019, 32GB+2GB,Blue - Dual Sim","11,999",https://www.jumia.co.ke/huawei-y5-2019-32gb2gbblue-dual-sim-16987160.html
Samsung ,"Galaxy S7 Edge Duos - 5.5"" - 32GB - 4GB RAM - 12MP Camera, Dual SIM, Gold","28,499",https://www.jumia.co.ke/galaxy-s7-edge-duos-32gb-4gb-ram-12mp-camera-dual-sim-gold-samsung-mpg11349.html
Generic ,"Smartphone X21 6.2'' (4GB RAM, 64GB ROM)Oreo Dual SIM-Blue","9,980",https://www.jumia.co.ke/generic-smartphone-x21-6.2-4gb-ram-64gb-romoreo-dual-sim-blue-14386704.html
Infinix ,"HOT 7 - 32GB - 2GB, 6.2"", 13MP, 4000mAh, Dual SIM - Gold","11,136",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb-6.2-13mp-4000mah-dual-sim-gold-17777054.html
Generic ,Walkie Talkie Interphone Premium 10w 2-10（Km） 400-470MHz Ultra-Thin Radio,"2,444",https://www.jumia.co.ke/generic-walkie-talkie-interphone-premium-10w-2-10km-400-470mhz-ultra-thin-radio-9088095.html
,,,
TECNO ,"Camon 11, 64GB + 4GB (Dual SIM), Aqua Blue","16,449",https://www.jumia.co.ke/tecno-camon-11-64gb-4gb-dual-sim-aqua-blue-17770555.html
Samsung ,"Galaxy S10e, 5.8"",  128 + 6 GB (Dual SIM), White","78,999",https://www.jumia.co.ke/galaxy-s10e-5.8-128-6-gb-dual-sim-white-samsung-mpg147953.html
Nokia ,"Nokia 6.1, 5.5”, 32GB + 3GB, (Dual SIM) - Black Copper","13,798",https://www.jumia.co.ke/nokia-6.1-2018-android-oreo-32gb-rom-3gb-ram-5.5-inch-black-copper-nokia-mpg109458.html
Samsung ,"Galaxy Note 8 - 6.3"" - 64GB - 6GB RAM - Single SIM - Midnight Black","51,999",https://www.jumia.co.ke/galaxy-note-8-6.3-64gb-6gb-ram-single-sim-midnight-black-samsung-mpg59164.html
Apples ,Iphone 5 - 16GB+1GB - 99% New Phone - White,"7,600",https://www.jumia.co.ke/apples-iphone-5-16gb1gb-99-new-phone-white-18168975.html
,,,
Infinix ,"HOT 7 - 32GB - 2GB, 6.2"", 13MP, 4000mAh, Dual SIM - Gold + Free Data Cable","11,499",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb-6.2-13mp-4000mah-dual-sim-gold-free-data-cable-17154495.html
Samsung ,"Galaxy A50, 6.4"", 128GB + 4GB (Dual SIM), 4G LTE, Black","26,397",https://www.jumia.co.ke/galaxy-a50-6.4-128gb-4gb-dual-sim-4g-lte-black-samsung-mpg150920.html
Nokia , 5310 XPRESS MUSIC CHEAP MOBILE PHONE-UNLOCKED WITH NEW CHARGAR & WARRANTY,"2,600",https://www.jumia.co.ke/nokia-5310-xpress-music-cheap-mobile-phone-unlocked-with-new-chargar-warranty-13926075.html
TECNO ,"CAMON 11 6.2"",3GB+32GB (Dual SIM), Black + FREE OTG Cable","13,795",https://www.jumia.co.ke/camon-11-6.23gb32gb-dual-sim-blue-free-otg-cable-tecno-mpg162995.html
Samsung ,"Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB, 64GB ROM) Android 8.0 12MP + 8MP Dual SIM 4G Smartphone","57,009",https://www.jumia.co.ke/samsung-galaxy-s9-plus-s9-6.2-inch-qhd-6gb-64gb-rom-android-8.0-12mp-8mp-dual-sim-4g-smartphone-14795698.html
,,,
OPPO ,"A3s, 2GB +16GB (Dual SIM), Purple..","13,999",https://www.jumia.co.ke/a3s-2gb-16gb-dual-sim-purple-oppo-mpg118409.html
Huawei ,"Y9 (2019), 64GB + 4GB, (Dual SIM), Purple ","20,799",https://www.jumia.co.ke/huawei-y9-2019-64gb-4gb-dual-sim-purple-17659472.html
OPPO ,"A5s, 6.2"", 32GB + 2GB  (Dual SIM) 4G, Black","17,399",https://www.jumia.co.ke/oppo-a5s-6.2-32gb-2gb-dual-sim-4g-black-17271920.html
Nokia ,"3.1 PLUS 6'' 18:9 HD,Andriod 8.1,(3GB RAM+32GB ROM) 3500mAh","14,199",https://www.jumia.co.ke/nokia-3.1-plus-6-189-hdandriod-8.13gb-ram32gb-rom-3500mah-15347438.html
SAFARICOM ,"Neon Kicka - 3GB - 512MB, (Single SIM) - Black","3,450",https://www.jumia.co.ke/neon-kicka-4gb-512mb-ram-2mp-camera-single-sim-black-safaricom-mpg25292.html
,,,
TECNO ,"Camon 11 Pro -(6GB+64GB),4G (Dual SIM)-Black +FREE OTG Cable","19,995",https://www.jumia.co.ke/tecno-camon-11-pro-6gb64gb4g-dual-sim-black-free-otg-cable-18614407.html
Samsung ,"Galaxy J5 J500F(1.5GB+16GB),Dual SIM Mobile Phone - Gold","9,990",https://www.jumia.co.ke/samsung-galaxy-j5-j500f1.5gb16gbdual-sim-mobile-phone-gold-16509424.html
Nokia ,Refurbrished E52 3G Mobile Phone - Gold.,"4,499",https://www.jumia.co.ke/nokia-refurbrished-e52-3g-mobile-phone-gold.-9818449.html
TECNO ,"Spark 3 Pro, 6.2"", 32GB + 2GB (Dual SIM), Champagne Gold","12,053",https://www.jumia.co.ke/spark-3-pro-6.2-32gb-2gb-dual-sim-champagne-gold-tecno-mpg151500.html
Apple ,IPhone 6Plus 5.5-Inch  1G+16G  8MP Smartphone–Silver,"24,200",https://www.jumia.co.ke/apple-iphone-6plus-5.5-inch-1g16g-8mp-smartphonesilver-12904114.html
,,,
Lenovo ,Lenovo Z5 6GB RAM+128GB ROM 6.2inch Snapdragon636 Smartphone,"19,999",https://www.jumia.co.ke/lenovo-lenovo-z5-6gb-ram128gb-rom-6.2inch-snapdragon636-smartphone-15970752.html
HOTWAV ,"M5i, - 5.7"", 4GB + 64GB, (Dual SIM), Rose Gold","11,899",https://www.jumia.co.ke/hotwav-m5i-5.7-4gb-64gb-dual-sim-rose-gold-13542994.html
Xiaomi ,"Redmi 6, 4G , 32GB + 3GB (Dual SIM), Gold","11,899",https://www.jumia.co.ke/redmi-6-4g-32gb3gb-ram-face-identification-5.45-inch-125-mp-dual-rear-camera-finger-print-sensor-dual-sim-gold.-xiaomi-mpg122881.html
Samsung ,"Galaxy J6 Plus - 32GB - 3GB - 6"" - 13MP+5MP - Dual SIM -Black + FREE OTG Cable","18,499",https://www.jumia.co.ke/samsung-galaxy-j6-plus-32gb-3gb-6-13mp5mp-dual-sim-black-free-otg-cable-13553135.html
Oukitel ,"C10 5"" 3G Smartphone 1GB RAM+8GB,MTK6580..","3,999",https://www.jumia.co.ke/oukitel-c10-5-3g-smartphone-1gb-ram8gbmtk6580..-13834172.html
,,,
Samsung ,Galaxy S6 Edge - 5.1 inch - (3GB RAM + 32GB ROM) - Android 5.0 - Gold,"17,600",https://www.jumia.co.ke/samsung-galaxy-s6-edge-5.1-inch-3gb-ram-32gb-rom-android-5.0-gold-17296746.html
Samsung ,"Galaxy S8 5.8"" 64GB 4GB RAM 12MP-Single SIM - Midnight Black","42,000",https://www.jumia.co.ke/samsung-galaxy-s8-5.8-64gb-4gb-ram-12mp-single-sim-midnight-black-17208557.html
Oukitel ,"C12 Pro - 6.18"" 4G Android 8.1 2GB/16GB Fingerprint 3300mAh With Case EU","7,599",https://www.jumia.co.ke/oukitel-c12-pro-6.18-4g-android-8.1-2gb16gb-fingerprint-3300mah-with-case-eu-13959991.html
TECNO ,"Phantom 8, 64GB+6GB RAM, Blue.","16,999",https://www.jumia.co.ke/tecno-phantom-8-64gb6gb-ram-blue.-18665603.html
TECNO ,"Spark 3 (KB7), 6.2"", 16GB + 2GB (Dual SIM), Dual Rear Camera-Blue + Free Data Cable.","10,999",https://www.jumia.co.ke/tecno-spark-3-kb7-6.2-16gb-2gb-dual-sim-dual-rear-camera-blue-free-data-cable.-17259656.html
,,,
Infinix ,"HOT 7-16+1GB, 6.2"" 13MP, -Purple","10,599",https://www.jumia.co.ke/hot-7-161gb-6.2-13mp-purple-infinix-mpg150881.html
TECNO ,Droipad 10D Tablet - Dual SIM - (16GB ROM+2GB RAM) - 4G LTE - 7000mAh + Case -Bronze Gray,"17,000",https://www.jumia.co.ke/droipad-10d-dual-sim-2gb-ram-16gb-rom-4g-lte-7000mah-case-bronze-gray-tecno-mpg105076.html
Infinix ,"Note 5 (X604), 32GB (Dual SIM), Milan Black","17,600",https://www.jumia.co.ke/infinix-note-5-x604-32gb-dual-sim-milan-black-15519715.html
BlackBerry ,Curve 8520 - GSM  WIFI  Bluetooth  Smartphone -Black,"3,400",https://www.jumia.co.ke/blackberry-curve-8520-gsm-wifi-bluetooth-smartphone-black-14292304.html
Bontel ,"Little lover L2-1.54""-0.3MP-800mA Dual sim","2,996",https://www.jumia.co.ke/little-lover-l2-1.54-0.3mp-800ma-dual-sim-bontel-mpg127492.html
,,,
HTC ,"HTC One X9 5.5"" 3GB+32GB Dual SIM 13.0MP Octa Core 4G LTE Android Mobile Phone - Black","8,900",https://www.jumia.co.ke/htc-htc-one-x9-5.5-3gb32gb-dual-sim-13.0mp-octa-core-4g-lte-android-mobile-phone-black-14642948.html
Panasonic ,"Eluga I5 - 5"" - 2 GB RAM - 16GB Internal - 13MP - 4G - (Dual Sim) Gold.","9,999",https://www.jumia.co.ke/eluga-i5-5-2-gb-ram-16gb-internal-13mp-4g-dual-sim-gold.-panasonic-mpg133303.html
Generic ,Nokia C2-05 Slide Gsm Touch&Type Mobile Phone Black Blue Red Uk Seller,"2,680",https://www.jumia.co.ke/generic-nokia-c2-05-slide-gsm-touchtype-mobile-phone-black-blue-red-uk-seller-14700932.html
